255,0,0
255,1,0
255,2,0
255,3,0
255,4,0
255,5,0
255,6,0
255,7,0
255,8,0
255,9,0
255,10,0
255,11,0
255,12,0
255,13,0
255,14,0
255,15,0
255,16,0
255,17,0
255,18,0
255,19,0
255,20,0
255,21,0
255,22,0
255,23,0
255,24,0
255,25,0
255,26,0
255,27,0
255,28,0
255,29,0
255,30,0
255,31,0
255,32,0
255,33,0
255,34,0
255,35,0
255,36,0
255,37,0
255,38,0
255,39,0
255,40,0
255,41,0
255,42,0
255,43,0
255,44,0
255,45,0
255,46,0
255,47,0
255,48,0
255,49,0
255,50,0
255,51,0
255,52,0
255,53,0
255,54,0
255,55,0
255,56,0
255,57,0
255,58,0
255,59,0
255,60,0
255,61,0
255,62,0
255,63,0
255,64,0
255,65,0
255,66,0
255,67,0
255,68,0
255,69,0
255,70,0
255,71,0
255,72,0
255,73,0
255,74,0
255,75,0
255,76,0
255,77,0
255,78,0
255,79,0
255,80,0
255,81,0
255,82,0
255,83,0
255,84,0
255,85,0
255,86,0
255,87,0
255,88,0
255,89,0
255,90,0
255,91,0
255,92,0
255,93,0
255,94,0
255,95,0
255,96,0
255,97,0
255,98,0
255,99,0
255,100,0
255,101,0
255,102,0
255,103,0
255,104,0
255,105,0
255,106,0
255,107,0
255,108,0
255,109,0
255,110,0
255,111,0
255,112,0
255,113,0
255,114,0
255,115,0
255,116,0
255,117,0
255,118,0
255,119,0
255,120,0
255,121,0
255,122,0
255,123,0
255,124,0
255,125,0
255,126,0
255,127,0
255,128,0
255,129,0
255,130,0
255,131,0
255,132,0
255,133,0
255,134,0
255,135,0
255,136,0
255,137,0
255,138,0
255,139,0
255,140,0
255,141,0
255,142,0
255,143,0
255,144,0
255,145,0
255,146,0
255,147,0
255,148,0
255,149,0
255,150,0
255,151,0
255,152,0
255,153,0
255,154,0
255,155,0
255,156,0
255,157,0
255,158,0
255,159,0
255,160,0
255,161,0
255,162,0
255,163,0
255,164,0
255,165,0
255,166,0
255,167,0
255,168,0
255,169,0
255,170,0
255,171,0
255,172,0
255,173,0
255,174,0
255,175,0
255,176,0
255,177,0
255,178,0
255,179,0
255,180,0
255,181,0
255,182,0
255,183,0
255,184,0
255,185,0
255,186,0
255,187,0
255,188,0
255,189,0
255,190,0
255,191,0
255,192,0
255,193,0
255,194,0
